time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource                                                                                                   
2009-03-24T15:59:28.970Z,33.3171667,-115.7126667,6.393,0.7,mh,12,74,0.03933,0.17,ci,ci14433816,2016-03-09T08:52:47.928Z,"4km SSE of Bombay Beach, CA",earthquake,0.49,1.32,,0,reviewed,ci,ci                                                                      
2009-03-24T15:43:55.530Z,33.3328333,-115.7123333,8.633,1.34,ml,29,76,0.02638,0.2,ci,ci14433800,2016-03-08T19:47:49.325Z,"3km SE of Bombay Beach, CA",earthquake,0.6,1.52,0.109,35,reviewed,ci,ci                                                                  
2009-03-24T15:43:02.270Z,33.3021667,-115.7445,4.753,1.33,ml,16,85,0.05119,0.21,ci,ci14433808,2016-03-09T13:22:10.121Z,"5km S of Bombay Beach, CA",earthquake,0.36,0.57,0.135,20,reviewed,ci,ci                                                                    
2009-03-24T15:20:09.160Z,33.3048333,-115.7148333,5.723,1.43,ml,30,42,0.05009,0.19,ci,ci14433792,2016-03-08T21:27:28.033Z,"5km SSE of Bombay Beach, CA",earthquake,0.41,1.54,0.156,50,reviewed,ci,ci                                                               
2009-03-24T15:16:57.720Z,33.323,-115.732,7.011,1.14,ml,13,120,0.02956,0.19,ci,ci14433784,2016-03-09T07:28:29.412Z,"3km S of Bombay Beach, CA",earthquake,0.9,1.29,0.109,14,reviewed,ci,ci                                                                         
2009-03-24T14:53:53.000Z,33.3108333,-115.7378333,4.453,2.25,ml,61,33,0.04185,0.24,ci,ci14433768,2016-03-09T10:16:38.511Z,"4km S of Bombay Beach, CA",earthquake,0.25,0.49,0.134,107,reviewed,ci,ci                                                                
2009-03-24T14:45:15.850Z,33.329,-115.7135,4.955,0.5,mh,5,176,0.03803,0.07,ci,ci10112322,2016-03-09T06:00:08.354Z,"3km SE of Bombay Beach, CA",earthquake,0.69,1.06,,0,reviewed,ci,ci                                                                              
2009-03-24T14:21:03.630Z,33.3268333,-115.7176667,5.003,1.27,ml,17,62,0.02884,0.32,ci,ci14433736,2016-03-09T00:20:50.780Z,"3km SSE of Bombay Beach, CA",earthquake,0.8,0.89,0.11,22,reviewed,ci,ci                                                                 
2009-03-24T14:16:37.120Z,33.3121667,-115.733,4.823,1.21,ml,21,64,0.04035,0.21,ci,ci14433720,2016-03-08T18:05:03.119Z,"4km S of Bombay Beach, CA",earthquake,0.61,0.81,0.082,12,reviewed,ci,ci                                                                     
2009-03-24T14:06:57.990Z,33.3306667,-115.7138333,7.033,1,mh,8,89,0.02727,0.13,ci,ci14433712,2016-03-08T22:55:28.434Z,"3km SE of Bombay Beach, CA",earthquake,0.55,1.19,,0,reviewed,ci,ci                                                                          
